file_id,num_vertices,num_faces,num_geometrical_degenerated_faces,num_combinatorial_degenerated_faces,num_connected_components,num_boundary_edges,num_duplicated_faces,euler_characteristic,num_self_intersections,num_coplanar_intersecting_faces,vertex_manifold,edge_manifold,oriented,total_area,min_area,p25_area,median_area,p75_area,p90_area,p95_area,max_area,min_valance,p25_valance,median_valance,p75_valance,p90_valance,p95_valance,max_valance,min_dihedral_angle,p25_dihedral_angle,median_dihedral_angle,p75_dihedral_angle,p90_dihedral_angle,p95_dihedral_angle,max_dihedral_angle,min_aspect_ratio,p25_aspect_ratio,median_aspect_ratio,p75_aspect_ratio,p90_aspect_ratio,p95_aspect_ratio,max_aspect_ratio,PWN,solid,ave_area,ave_valance,ave_dihedral_angle,ave_aspect_ratio
1001931,7225,14438,0,0,4,0,0,6,200,0,1,1,1,7021.087675,1.38E-08,0.1740144789,0.3600300008,0.485273736,0.5971731386,0.6244615768,28.85484344,3,6,6,6,6,8,14,0,0.008218972218,0.04266374429,0.06935550703,0.08449428958,0.1386206686,3.141408575,1.001477007,1.210458779,1.253827926,1.416322797,2.842337938,41.85405092,8268796156,1,0,0.4862922617,5.995017301,0.1113319003,1397080.028
100281,46949,94772,0,0,1,0,0,-437,4354,64,0,1,1,27605.1716,4.99E-05,0.03105822849,0.1325707485,0.3203384287,0.704263548,1.4485296,5.348765115,3,5,5,7,9,11,97,0,0.02770078646,0.1104132683,1.449312321,1.63322111,1.782065834,3.141592654,1,2.077899442,4.430356725,21.49626572,101.5328885,177.2174712,1014295.932,1,0,0.2912798253,6.055847835,0.566202917,146.7385474
100282,50935,102936,0,0,2,0,0,-533,4568,155,0,1,1,44986.36457,4.99E-05,0.03278872057,0.1373980334,0.3355671276,0.9060804206,1.729059781,96.875,3,5,5,7,9,11,97,0,0.02382565486,0.1037361306,1.445686155,1.637708585,1.830944804,3.141592654,1,2.06014838,4.45870691,21.79522344,103.801506,191.6437313,8141502.731,1,0,0.4370323752,6.062785904,0.5667272956,545.3550533
100322,384,772,0,0,2,0,0,-2,0,0,1,1,1,14893.00806,0.000852825,0.4570531674,2.539565973,5.252053426,35.24001329,128.2473272,686.2665074,3,5,5,6,8,11.85,30,0,0,0.2094339811,1.570796327,1.570796327,1.570796327,2.578390479,1.01010924,1.621548877,3.239695348,17.31446936,51.56636093,331.7008252,45015150.9,1,1,19.29146122,6.03125,0.6133404809,62665.58936
100323,378,760,0,0,2,0,0,-2,0,0,1,1,1,14903.06469,0.005460175,0.5832709472,2.609926618,5.544751877,35.63777553,133.2313473,686.2665074,3,5,5,6,9,12,30,0,0,0.2094354023,1.570796327,1.570796327,1.570796327,2.464816551,1.01010924,1.621525924,2.796906378,17.25244582,51.56636093,233.6247342,2893505.766,1,1,19.60929565,6.031746032,0.6174796192,4241.810019
100330,503,1010,0,0,1,0,0,-2,5,3,1,1,1,4193.861977,1.13E-06,0.2824803882,1.187346277,4.185556807,8.404521067,22.37394943,83.34845638,3,5,6,7,7,8,24,0,2.78E-06,0.0001950785288,1.570772551,1.570800873,2.194514373,3.141592654,1.006548803,1.595794798,2.922293092,9.42111513,56.36272166,585.8803085,4754112586,1,0,4.152338592,6.023856859,0.5116549245,6403234.826
100331,503,1010,0,0,1,0,0,-2,5,3,1,1,1,4193.86188,1.13E-06,0.2824801471,1.187346608,4.185556794,8.404513571,22.37398134,83.34845653,3,5,6,7,7,8,24,0,2.93E-06,0.0002017852074,1.570772515,1.570800873,2.194514365,3.141592654,1.006548792,1.595793376,2.922291399,9.421114407,56.36224954,585.8823208,4754122132,1,0,4.152338495,6.023856859,0.5117698996,6394991.033
100335,35140,70298,0,40,5,4,0,29,13,4,0,0,0,18015.69302,0,0.07924810187,0.148145377,0.2662476455,0.4937423346,0.7728862934,25.42067322,3,5,6,7,7,8,101,0,0.01228628308,0.03003729265,0.06028662026,0.0998875713,0.1378666304,3.141592654,1.00000256,1.422220465,2.561392746,5.619633954,15.56199832,38.25945095,137497473.2,0,0,0.2562760395,5.999373933,0.08491236811,26871.724
100336,14141,28254,0,0,7,0,0,14,0,0,1,1,1,2801.468293,4.34E-08,0.04469377563,0.07146323403,0.1188689783,0.2023305366,0.2460767808,2.4359325,3,5,6,7,7,8,75,0,0.01840907399,0.04033336743,0.07287938567,0.1221845837,1.377752015,1.592959214,1.000014552,1.225248246,1.886169555,4.43547364,15.84957871,51.06993579,133435.0899,1,1,0.09915297985,5.994059826,0.1277041359,54.75321642
100339,7722,15440,0,0,1,0,0,2,0,0,1,1,1,9085.518774,1.23E-07,0.03564951133,0.1155039288,0.4294201209,1.193968364,2.100524218,32.84893321,3,5,6,6,7,8,154,0,0,5.55E-17,0.02557518402,0.2030054677,1.570796327,2.089795668,1.000093915,1.301801026,1.88803258,2.690748228,4.979816088,14.32695879,30180316.06,1,1,0.5884403351,5.998445998,0.1586310562,161539.4117
100340,9618,19232,0,0,1,0,0,2,0,0,1,1,1,11806.93147,1.45E-06,0.01888350172,0.1048901228,0.3809108772,1.355116643,2.710242668,44.32216447,3,5,6,6,7,8,163,0,0,1.25E-05,0.04462997003,0.193268507,1.568241079,2.117668371,1.00001158,1.227658112,1.650172304,2.79246728,3.559229434,5.516063839,35772688.24,1,1,0.6139211452,5.998752339,0.1243652866,161957.8083
100342,9087,18170,0,0,1,0,0,2,0,0,1,1,1,11825.87088,0.0005748378971,0.01807252439,0.110420728,0.4691033786,1.301031519,2.566877456,41.63328711,3,5,6,6,7,8,12,0,0,5.77E-05,0.05008802808,0.1992318558,1.569649646,2.004496295,1.000394698,1.231224269,1.576540578,2.620584552,3.274239176,4.618171658,83.83337121,1,1,0.650845948,5.998679432,0.1387109708,2.169597916
100343,8085,16166,0,0,1,0,0,2,0,0,1,1,1,8435.255557,1.20E-06,0.01033406628,0.07882861353,0.3325439272,1.168735596,2.337471515,38.28995684,4,5,6,6,7,8,190,0,0,5.55E-17,0.02065762303,0.1531214182,1.569336671,2.085464656,1.000018058,1.408305655,2.340322916,2.945499258,5.174334388,10.10022037,7782672.422,1,1,0.5217899021,5.99851577,0.1169696619,45121.1059
100344,10290,20576,0,0,1,0,0,2,0,0,1,1,1,8771.061863,3.19E-06,0.003604590639,0.060635769,0.2807858774,1.016429493,2.156310254,35.2950748,3,5,6,6,7,8,189,0,0,2.06E-12,0.03167308717,0.1662776329,1.567569451,1.835775891,1.000242642,1.284845732,2.089523362,3.011176759,5.807062954,4548.596447,12137237.05,1,1,0.4262763347,5.998833819,0.111976374,92408.33349
100345,5879,11754,0,0,1,0,0,2,0,0,1,1,1,9259.961922,0.0007384484888,0.04861564276,0.11743123,0.521493299,2.051079343,4.102154326,33.37533589,3,5,6,6,7,8,12,0,0,1.34E-05,0.0425977263,0.195372605,1.570322279,1.609825497,1.000064916,1.250356123,1.996235986,2.954749524,3.499727015,5.144595542,126.3827851,1,1,0.7878136738,5.997958837,0.1402315075,2.516883861
100346,19165,38326,0,0,2,0,0,2,18,0,1,1,1,22422.45027,3.98E-15,0.02358088141,0.119174874,0.2689607148,1.009796932,2.198278588,203.3540393,3,5,6,6,7,8,26,0,1.59E-14,1.25E-05,0.0004200329027,0.7486963286,1.570787334,3.141592653,1.000005984,1.414916644,2.189796353,3.630477867,6.877955117,10.7474972,169015831661,1,0,0.5850454069,5.999373859,0.1497296535,20606991.72
100349,4699,9394,0,0,1,0,0,2,0,0,1,1,1,11911.89495,0.09425848372,0.7862968044,1.12386417,1.588977191,2.168087437,2.589737543,6.243348635,3,5,6,7,7,8,11,1.36E-06,0.0401395082,0.07856589139,0.1431339462,0.2484384113,0.3569839357,3.118759426,1.000011175,1.146157466,1.386972215,1.934315526,2.965804887,4.114459675,444.0694112,1,1,1.26803225,5.997446265,0.1211413667,1.994580395
100388,37582,75160,0,0,1,0,0,2,0,0,1,1,1,11905.39314,0.0005792717241,0.1031215095,0.14174758,0.1936506567,0.260266515,0.3135170241,1.122714316,3,5,6,7,7,8,10,2.61E-07,0.01460235637,0.02920530606,0.05721172877,0.1101897778,0.1596666433,3.129575899,1.000006353,1.121903382,1.318915808,1.727174897,2.482822321,3.299771147,141202.2367,1,1,0.1584006538,5.999680698,0.05274528001,4.31360045
100423,140,276,0,0,1,0,0,2,0,0,1,1,1,281.8541637,0.01602333378,0.5518274379,0.8707378134,1.256130535,1.775427219,2.064057886,9.393938444,4,6,6,6,6,6,9,0,0.1555358756,0.5148345962,0.928423231,1.507695473,1.636729653,2.380645558,1.002685292,1.4685857,2.054014209,3.342523611,5.565268414,7.671512353,20.40940042,1,1,1.021210738,5.914285714,0.6256758851,2.951318463
100471,7354,14708,0,0,1,0,0,0,6,3,1,1,1,29016.08921,2.00E-06,0.08736051644,0.4366339137,1.328164967,5.524939136,10.39062778,66.97822142,3,5,6,6,7,8,28,0,0,0.006094560608,0.1525862854,1.300642441,1.570796327,3.141592654,1.000492979,1.241326426,1.817720065,2.75465029,6.548841619,18.18924811,88949.3858,1,0,1.972809982,6,0.2184315299,36.4004948
100478,4585,9170,0,0,1,0,0,0,0,0,1,1,1,2083.424559,0.002868002326,0.01267377646,0.06734403787,0.2493759349,0.308245727,1.074577988,7.742693995,4,5,6,6,7,8,11,0,0,0.0163893625,0.08908997759,0.2012097888,1.570796327,1.570796327,1.000408729,1.464572502,2.005204796,3.140460889,4.337739357,4.763227703,11.76145189,1,1,0.227200061,6,0.1347397291,2.484681557
1004824,11316,22594,26,0,10,2,0,19,2510,20,0,0,0,14396.79449,0,0.03570962249,0.1629605844,0.3088321358,0.8553781453,1.18833614,218.8952316,4,4,6,8,8,8,17,0,0.01552708399,0.09271660739,0.1405479073,0.9277504969,1.570796327,3.141592654,-880315790990008,5.210281106,8.389279357,13.09968528,18.28722153,21.2833256,338512749824999,0,0,0.6371954717,5.989925769,0.2536281602,-53910188448
1004825,330,620,0,0,10,0,0,20,531,17,1,1,1,289.831136,0.004445075308,0.01011893401,0.4804920242,0.6900748628,1.185870897,1.461847538,2.699345686,3,3,5,7,9,10,32,0,1.33E-05,0.1700205494,1.739217278,1.791352736,1.813968448,1.829493488,1.026596691,10.20260686,14.36349279,29.64390091,67.88927711,122.1575247,149.3177816,1,0,0.4674695742,5.636363636,0.6749513189,28.97724587
1004826,394,784,0,0,1,0,1,3,1,2,0,0,0,1402.776436,0.0597238837,1.007474402,1.214211256,1.972391883,2.735475342,3.144980809,41.95822335,2,4,6,8,8,8,13,0,0.00344317398,0.0817890491,0.2405885553,0.5102902452,0.887934853,2.310893563,1.002364869,1.310572127,1.459687087,2.244570433,3.823662523,7.043118419,70.38396321,0,0,1.789255658,5.964467005,0.2028101468,2.797872753
1004827,2190,4356,1,0,3,14,0,5,470,0,1,1,1,7090.710461,0,0.08327766591,0.1915105238,0.4664986114,1.162421412,3.140539264,801.8627616,4,6,6,6,6,6,32,0,0.0008575552447,0.1248007368,0.1967169757,0.7004432659,1.221161285,3.133896459,1.000463497,1.199012261,1.32639051,1.800301846,2.991057228,5.038599292,8119173138753,0,0,1.627803136,5.973515982,0.2405451809,6578019285
100500,181,466,0,0,1,0,28,56,176,83,0,0,0,7131.767844,3.00E-05,1.051246072,1.997109147,8.196555721,31.35484684,92.31285342,365.9944094,3,5,6,7,9,11,19,0,5.33E-06,0.007598399783,1.570794584,1.570806572,1.585587023,3.141592654,1.027046755,3.147165625,4.799862472,12.89131334,245.0498011,127929.6064,347152559308270,0,0,15.30422284,6.53038674,0.6580485753,1579188158376
100506,11049,22102,0,0,1,0,0,-2,0,0,1,1,1,10053.03478,6.96E-08,0.1635513979,0.3868547065,0.5314308033,0.8318556985,1.455975006,4.911738311,3,6,6,6,6,7,18,0,0.000208735895,0.0457806414,0.1475888557,0.1850067774,0.1958511073,1.85843663,1.000346452,1.267288104,1.440203842,2.187831657,4.845204018,5.718037531,166587.8636,1,1,0.4548472887,6.001086071,0.09198301151,27.9807641
100507,9352,18708,0,0,1,0,0,-2,0,0,1,1,1,9631.360906,3.97E-06,0.1293594322,0.3087230046,0.5153261073,1.031922863,1.645952452,21.8477179,3,6,6,6,7,7,18,0,0.0001120080911,0.0469156348,0.148209764,0.1897738142,0.4254206139,1.85843663,1.000346452,1.267173767,1.440614536,2.553636097,5.353052525,10.29126284,166587.8636,1,1,0.5148257914,6.001283148,0.1163894104,31.66687897
1005266,3736,7472,0,0,1,0,0,0,118,54,1,1,1,8059.414234,2.00E-06,0.0290304987,0.147469028,0.3223842932,0.8306131661,1.045158109,147.2557541,3,4,5,7,9,10,73,0,0,0.01526172599,1.570796327,1.570796327,1.570926223,3.141592654,1.006911426,4.393400083,16.96146659,53.64892947,221.2690173,1019.253167,3073347.589,1,0,1.078615395,6,0.5399742576,1564.69782
1005267,3646,7288,0,0,1,0,0,2,75,37,1,1,1,7537.348387,2.00E-06,0.02548550732,0.1369072419,0.3170568466,0.8320014035,1.051270189,112.4880694,3,4,5,7,9,10,59,0,0,0.02057976772,1.570768163,1.570796327,1.570912146,3.141592654,1.000778935,4.694052293,17.52488103,58.58332733,237.8672925,753.7254442,4481646497,1,0,1.034213555,5.996708722,0.5342360154,642777.6817
1005268,4911,9818,0,0,1,0,0,2,48,23,1,1,1,8928.180899,2.00E-06,0.02221061406,0.1259419219,0.297373194,0.6537476442,1.044740746,132.4182693,3,4,5,7,9,10,83,0,0,0.02470568297,1.570766489,1.570796327,1.570916531,3.141592654,1.002879004,4.694040685,17.32934141,55.72638815,207.2958474,744.9450218,2431161.472,1,0,0.9093685984,5.997556506,0.5365932897,3657.712205
1005269,2433,4862,0,0,1,0,0,2,24,12,1,1,1,5057.4556,2.00E-06,0.02647013414,0.137155449,0.3134877729,0.8062162561,1.047312792,95.94027051,3,4,5,7,9,10,90,0,0,0.02186189747,1.570796327,1.570796327,1.571000226,3.141592654,1.001364217,4.622811346,16.3407175,53.18891393,180.937125,620.7384202,91914504.94,1,0,1.040200658,5.995067818,0.536466232,20090.58268
1005270,3798,7592,0,0,1,0,0,2,18,9,1,1,1,7490.018678,4.00E-06,0.02716667173,0.1371595475,0.3106742393,0.7928023294,1.046554441,98.51576615,3,4,5,7,9,10,100,0,0,0.02170062276,1.570796327,1.570796327,1.570930699,3.141592654,1.002879004,4.693262441,16.53962226,54.06310928,193.6747783,745.0939674,24615034.67,1,0,0.9865672653,5.996840442,0.5380789656,4456.769394
1005271,4942,9888,0,0,1,0,0,-2,162,72,1,1,1,8723.743847,1.97E-06,0.02660317235,0.1374379117,0.3149957615,0.7973221014,1.04594399,122.1129023,3,4,5,7,8,10,99,0,0,0.01878173331,1.570796327,1.570796327,1.570987008,3.141592654,1.002389548,4.527809698,16.50283422,55.89458058,243.7684147,851.717616,32292774.4,1,0,0.882255648,6.002428167,0.5396243811,4740.166047
1005272,3176,6348,0,0,1,0,0,2,91,41,1,1,1,6645.540341,2.00E-06,0.0266571877,0.1477810611,0.3286273777,0.8302135177,1.0492234,113.9840201,3,4,5,7,9,10,82,0,0,0.02224674012,1.570771368,1.570796327,1.570887859,3.141592654,1.000654087,4.598115962,17.04517995,56.49260555,215.565995,713.5403755,2499784.528,1,0,1.046871509,5.996221662,0.5399428777,2598.634169
1005273,3864,7728,0,0,1,0,0,0,77,36,1,1,1,8522.426367,2.00E-06,0.02843418505,0.1556097819,0.3371396188,0.8745283722,1.089075753,126.3216237,3,4,5,7,9,10,81,0,0,0.01891416478,1.57079623,1.570796327,1.570921795,3.141592654,1.00262182,4.313863174,17.24765774,55.93449936,207.1965627,589.0642341,4539879.935,1,0,1.102798443,6,0.5327300676,2164.809774
1005275,4818,9632,0,0,1,0,0,2,62,31,1,1,1,8745.557272,2.00E-06,0.02188857933,0.1231231742,0.2982248872,0.8106216282,1.047798937,121.802974,3,4,5,7,9,10,106,0,0,0.02127583988,1.570719344,1.570796327,1.571070092,3.141592654,1.000009803,4.965413063,18.39435275,63.918426,235.8108934,773.121076,136869881.4,1,0,0.9079689859,5.99750934,0.5308959987,16759.30934
1005276,6548,13092,0,0,1,0,0,2,110,51,1,1,1,11640.84292,4.00E-06,0.02746671752,0.1368496794,0.312233943,0.792298445,1.044937488,139.5382692,3,4,5,7,9,10,97,0,0,0.01865571036,1.570773409,1.570796327,1.57091354,3.141592654,1.00262182,4.737182041,17.38104342,55.71531448,201.7038044,660.1555306,160965683.5,1,0,0.8891569599,5.998167379,0.5388241027,14380.90441
1005277,5322,10640,0,0,1,0,0,2,132,59,1,1,1,9728.616708,2.00E-06,0.02258373576,0.1257602465,0.2931886696,0.6896426421,1.044739408,151.668686,3,4,5,7,9,10,101,0,0,0.02213831177,1.570796327,1.570796327,1.571000518,3.141592654,1.002879004,4.766746304,17.48175688,57.94701204,221.460265,851.5906117,10258465.69,1,0,0.9143436755,5.997745209,0.5377648361,7245.483183
1005278,5528,11052,0,0,1,0,0,2,146,68,1,1,1,9936.034435,2.00E-06,0.0252654166,0.1359854077,0.3031909308,0.7109228206,1.04474075,144.9668319,3,4,5,7,9,10,85,0,0,0.0228980492,1.570792477,1.570796327,1.570944448,3.141592654,1.002879004,4.694172316,17.89250081,57.57409615,204.8377319,687.3614279,2914570.489,1,0,0.899025917,5.997829233,0.5397644244,1719.96145
