ID,Thing ID,License,Link,No duplicated faces,Closed,Edge manifold,No degenerate faces,Vertex manifold,Single Component,PWN
37223,11653,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/a1/10/21/db/86/shaft_holder_idler.stl,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
37225,11653,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/73/80/28/6b/2a/shaft_holder_mirrormount.stl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37227,11653,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/6e/57/0e/3f/a0/shaft_holder_motor.stl,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
37229,11653,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/9e/30/ed/35/f5/static_mirror_mount.stl,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
37266,11660,GNU - GPL,https://thingiverse-production-new.s3.amazonaws.com/assets/ee/28/cd/f4/fe/Land.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37267,11660,GNU - GPL,https://thingiverse-production-new.s3.amazonaws.com/assets/12/d0/8a/38/d7/Water.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37272,11663,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/5d/fa/d6/90/76/ShowerHandleHolder.STL.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37274,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/a7/7e/b3/e6/16/Bot_Arm_Peg.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37275,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/e2/6c/2c/c4/5a/Bot_Body.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37276,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/07/81/f3/44/15/Bot_Eye.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37278,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/c7/89/de/22/d1/Bot_FootL.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37280,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/e1/83/85/7c/d0/Bot_FootR.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37282,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/bb/41/1d/4e/91/Bot_Head.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37283,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/ec/8e/f6/d3/a6/Bot_Head_Peg.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37284,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/29/ac/01/24/8f/Bot_Shoulder.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37285,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/3a/2d/44/dc/23/Bot_Shoulder_Peg.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37286,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/78/96/61/73/ac/Bot_Spool1.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37287,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/4e/4d/d3/65/e2/Bot_Spool2.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37288,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/c3/c5/83/00/62/Bot_Visor.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37289,11654,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/8d/fb/70/a0/ab/Bot-Claw.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37303,11672,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/ec/46/86/fa/8f/toy_train_wheels_wood_track.stl,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
37304,11672,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/90/be/86/6c/7e/toy_train_body_longer_hitch.stl,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
37322,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/11/87/2a/90/72/basic_gem.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37323,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/4d/53/1a/28/4b/basic_ring.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37325,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/3d/f0/60/31/be/gem_reprap_text.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37326,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/2c/90/8c/48/04/gem_reprap_ring.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37327,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/22/dc/24/38/86/reprap_text.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37328,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/74/bf/e5/2e/2d/reprap_ring.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37329,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/46/e4/13/a7/a7/makerbot_text.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37330,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/18/d2/80/8e/6b/makerbot_ring.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37331,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/83/bf/be/b7/79/gem_m_text.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37332,11629,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/db/d0/2d/d6/28/gem_m_ring.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37335,11682,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/df/59/b6/29/ef/magNEATO.STL,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37358,11687,Creative Commons - Attribution - Non-Commercial,https://thingiverse-production-new.s3.amazonaws.com/assets/e2/a4/8b/88/3e/linkCupTop.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37361,11687,Creative Commons - Attribution - Non-Commercial,https://thingiverse-production-new.s3.amazonaws.com/assets/df/2c/59/1c/f1/linkCupBase.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37365,11691,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/da/41/6e/ed/8a/toy-truck11-needs-support.stl,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
37366,11691,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/5e/ca/10/fb/02/toy-truck11-support-dual-extruder.stl,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
37384,11705,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/57/c0/cb/4d/f8/squirrel.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37385,11705,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/0b/91/08/c5/61/squirrel.off,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37402,11710,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/d7/94/f3/c8/73/leo_A_stalk_3.stl,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
37404,11711,Creative Commons - Attribution - Non-Commercial,https://thingiverse-production-new.s3.amazonaws.com/assets/83/56/13/1d/53/iPhone_Tripod_Mount_v3.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37415,11710,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/46/f8/31/7c/4c/minotaur_B_fist_smash_2.stl,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
37416,11710,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/7f/89/82/de/c8/bird_A_pillar_1.stl,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
37506,11742,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/42/cc/ae/ea/27/makerholder.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37568,11761,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/3c/d6/7d/87/iSight_clamp.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37569,11761,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/56/66/93/ee/7a/iSight_clip.stl,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
37620,11782,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/a8/f8/1d/98/c5/laser_chess_GaurdOrKing.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37621,11782,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/aa/ec/8f/f1/ee/laser_chess_pyramid.stl,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
37622,11782,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/61/02/70/cc/53/laserchess-scarab-base.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37627,11782,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/5d/e2/90/32/45/laser_chess_laser.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37653,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/db/5b/46/70/28/092111_-_Makerbot_-_REPLICANT_g_complete.stl,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
37730,11810,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/56/52/01/ff/49/alien_pilot_standing.stl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37731,11810,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/fa/33/cf/e8/77/alien_pilot_sitting.stl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37743,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/58/95/3a/f8/a6/TP_Holder.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37744,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/81/b6/01/54/74/tp_holder_1.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37745,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/2f/69/88/27/ef/tp_holder_2.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37746,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/e6/d6/12/76/b3/tp_holder_3.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37747,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/43/79/ec/9b/b5/tp_holder_4.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37748,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/36/e1/c1/48/6d/TP_Holder_Axle_1.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37749,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/8f/21/f0/0d/d3/TP_Holder_Axle_2.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37750,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/91/8c/b5/71/a8/TP_Holder_Nut.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37751,11814,Public Domain,https://thingiverse-production-new.s3.amazonaws.com/assets/00/76/06/b6/92/TP_Holder_Axle_Plate.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37765,11796,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/4e/d8/bf/77/2d/recorderbody.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37766,11796,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/e4/c7/24/e1/c9/recorderbase.stl,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
37772,11810,Attribution - Non-Commercial - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/bd/6f/7f/81/db/alien_pilot_tiny.stl,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37785,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/36/81/fe/2b/fe/092311_-_REPLICANT_-_g_Plate_1.stl,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
37786,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/34/e6/d5/72/9f/092311_-_REPLICANT_-_g_Plate_2.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37787,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/f1/78/6c/a5/27/092311_-_REPLICANT_-_g_Plate_3.stl,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
37788,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/76/0a/32/b6/db/092311_-_REPLICANT_-_g_Plate_4.stl,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
37789,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/f1/c2/e7/60/83/092311_-_REPLICANT_-_g_Plate_5.stl,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
37825,11825,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/50/f0/0d/23/63/CreeperNEW.stl,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37841,11776,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/46/bd/82/ef/04/Wheel.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37861,11791,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/ac/dd/92/ab/01/092311_-_REPLICANT_-_g_-_Yoda_-_LK1.stl,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
37863,11835,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/26/31/c6/3b/55/Log-Large.stl,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
37864,11835,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/ea/fb/9b/d4/be/Log-Large_3_Slot.stl,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
37865,11835,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/cc/43/8d/bb/a9/Log-Small.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37866,11835,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/8b/56/fc/1c/0d/Log-Roof.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37868,11673,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/e2/a6/ef/26/6c/Boston_Rowhouse.stl,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
37879,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/e4/be/2f/8f/e5/Casing.STL,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
37880,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/f5/6d/dd/e5/57/Handle.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37881,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/bd/b7/43/fc/3a/Input_Pinion.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37883,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/03/26/f7/b4/1d/Side_Gear.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37885,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/54/65/08/0c/bc/Spider_Shaft.STL,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
37886,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/10/de/b5/98/96/Spider.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37887,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/75/df/99/f7/a5/Stand.STL,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
37888,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/5e/c1/d8/cc/41/Top.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37890,11839,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/b6/29/3d/f2/bf/Air_Engine_1-Layout.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37928,11836,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/30/70/80/f0/98/Side.STL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37962,11855,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/15/b1/61/02/2f/mbotplainprintall.stl,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
37964,11855,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/69/c8/5a/0f/6b/mbotplainHead.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37965,11855,Creative Commons - Attribution - Share Alike,https://thingiverse-production-new.s3.amazonaws.com/assets/ec/c1/76/ec/81/mbotplainLArm.stl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
